Trait_ID_6th,Trait_presence,Reference,Original_notes,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077,1,"Petrie 1923: 146; Erman 1894: 282; Wilkinson, Vol. 1: 363","Erman (1894: 282) – walls and pillars of temples covered from top to bottom with colorful representations of the gods; Wilkinson (1879, Vol. 1: 363) – walls and ceilings of dwellings elaborately painted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080,1,"Maspero 1895: 35,113",freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081,1,,Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082,1,,pyramids [underlined]; temples [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
083,1,Petrie 1923: 188; Erman 1894: 469-472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084,1,"Erman 1894: 476; Wilkinson 1879, Vol. 2: 309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085,1,De Camp 1960: 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086,1,Petrie 1923: 192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087,0,Petrie 1923: 175; Erman 1894: 417,Petrie (1923: 175) says Romans introduced baked brick. Erman (1894: 417) says bricks are unburnt; bricks dried in the sun only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088,1,,Adobe brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
089,1,Erman 1894: 419; Lucas 1934: 74,Erman (1894: 419) – Nile mud mixed with potsherds served as mortar in brick buildings; Lucas (1934: 74) – Gypsum mortar employed for stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090,1,"Erman 1894: 470; Wilkinson 1879, Vol. 2: 286; Lucas 1934: 76","plaster, alabaster [underlined]; Erman (1894: 470) – alabaster quarries ; Wilkinson (1879, Vol. 2: 286) – stucco; Lucas (1934: 76) – gypsum plaster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091,1,"Erman 1894: 417; Wilkinson 1879, Vol. 1: 356-357","Erman (1894: 417) – trunks of wood, covered on the outside with a layer of mud; Temples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092,1,"Wilkinson 1879, Vol. 1: 356; Petrie 1923: 171",stone [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093,1,"Wilkinson 1879, Vol. 1: 353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094,1,"Petrie 1923: 172; Erman 1894: 419; Wilkinson 1879, Vol. 1: 38,357; Wilkinson 1879, Vol. 2: 297-300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095,1,"Wilkinson 1879, Vol. 2: 300 diagram; Petrie 1923: 177; De Camp 1960: 35",Petrie (1923: 177) – Barrel vaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096,1,"Petrie 1923: 146,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097,1,Emery 1961: 187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098,1,Emery 1961: 183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
099,1,"Wilkinson 1879, Vol. 2: 138-140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,Erman 1894: 24,Rock tombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,Petrie 1923: 190; Erman 1894: 525-526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,"Petrie 1923: 191; Erman 1894: 525-526; Wilkinson 1879, Vol. 1: 268",towers [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,"Wilkinson 1879, Vol. 1: 158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,,stone masons [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,Erman 1894: 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,"Riefstahl 1964: 93,95; Petrie 1923: 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,"Wilkinson 1879, Vol. 1: 365-367",Walls around villas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,"Riefstahl 1964: 93,95",commonly [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,,(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,Petrie 1923: 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,"Wilkinson 1879, Vol. 1: 323; Wilkinson 1879, Vol. 2: 387; Petrie 1923: 80-81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,"Petrie 1923: 52,80; Riefstahl 1964: 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1,Petrie 1923: 52,(+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,"Erman 1894: 111,128-129; Petrie 1923: 13,23,25",temples [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,,state control of water for irrigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,"Myer 1894: 15,49",scarabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,"Wilkinson 1879, Vol. 1: 156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,"Erman 1894: 277; Riefstahl 1964: 158-159,161; Petrie 1924: 33-34",Erman (1894: 277) – Tremendous food offerings at temple on great festival days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,,ledgers [underlined]; Extensive inventories and records maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,Erman 1894: 145-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,"Erman 1894: 220; Wilkinson 1879, Vol. 1: 158","Goldsmiths, brewers, bakers, wig maker (Erman 1894: 220); Carpenters, masons, sculptors, potters (Wilkinson 1879, Vol. 1: 158)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,,"Variety of craft specialists employed by temples and government, e.g. bakers, brewers, goldsmiths, carpenters, wheelwrights, coopers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,"Petrie 1923: 156; Wilkinson, Vol. 1: 158","Public weighers (Petrie 1923: 156); barbers, gardeners, boatmen, shopkeepers, notaries (Wilkinson 1879, Vol. 1: 158)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,"Erman 1894: 104, Ch. IV",Large variety of service specialists. Those connected with temples – Erman (1894: 104); connected with king’s court – Erman (1894: Ch. IV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,Erman 1894: 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,Erman 1894: 187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,,bakers [underlined],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,Erman 1894: 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,Erman 1894: 451,shoemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,Petrie 1923: 154; Erman 1894: 123,Petrie (1923: 154) - Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,"Erman 1894: 123,464",Copper; gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,Maspero 1895: 18-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,"Petrie 1923: 155; Erman 1894: 464; Wilkinson 1879, Vol. 1: 286; Maspero 1895: 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,"Wilkinson 1879, Vol. 1: 286; Maspero 1895: 21","Copper, gold, silver – Wilkinson (1879, Vol. 1: 286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,Erman 1894: 496,Erman (1894: 496) says they had no coins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,Erman 1894: 496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,"Wilkinson 1879, Vol. 1: 310; Erman 1894: 496","Borrowing of money – Wilkinson (1879, Vol. 1: 310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,,(+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,,(-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,,(+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,"Wilkinson 1879, Vol. 1: 311",Illegal to borrow money without giving in pledge the body of one’s Father or nearest relative.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,Petrie 1923: 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,Petrie 1923: 157; Erman 1894: 498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,"Erman 1894: 512-517; Wilkinson 1879, Vol. 1: 150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,"Wilkinson 1879, Vol. 1: 158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,Erman 1894: 498; Riefstahl 1964: 20,Riefstahl (1964: 20) – Colonies established in Nubia to control trade in the products of the African hinterland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,Erman 1894: 494-496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,Erman 1894: 496,(+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,Erman 1894: 495-496,slave markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,"Erman 1894: 498,506,512",(+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,"Wilkinson 1879, Vol. 1: 292,364; Maspero 1895: 22","Poultery shops (Wilkinson 1879, Vol. 1: 292,364); Commercial streets  (away from the market) lined with stalls and shops (Maspero 1895: 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,"Erman 1894: 512; Wilkinson 1879, Vol. 1: 150",To incense countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,Erman 1894: 129,a middle class consisting of artisans and shopmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,Erman 1894: 145-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,"Wilkinson 1879, Vol. 1: 286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,"Wilkinson 1879, Vol. 1: 150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
